categoria_es,categoria_pl,palabra_es,palabra_pl
"Informática: Hardware","Informatyka: Sprzęt","el lector de tarjetas","czytnik kart"
"Informática: Hardware","Informatyka: Sprzęt","el router","router"
"Informática: Hardware","Informatyka: Sprzęt","el módem","modem"
"Informática: Hardware","Informatyka: Sprzęt","el componente","komponent / podzespół"
"Informática: Hardware","Informatyka: Sprzęt","el dispositivo","urządzenie"
"Informática: Hardware","Informatyka: Sprzęt","la pantalla táctil","ekran dotykowy"
"Informática: Hardware","Informatyka: Sprzęt","el botón de encendido","przycisk zasilania"
"Informática: Hardware","Informatyka: Sprzęt","la ranura","gniazdo / slot"
"Informática: Hardware","Informatyka: Sprzęt","conectar","podłączać"
"Informática: Hardware","Informatyka: Sprzęt","desconectar","odłączać"
"Informática: Hardware","Informatyka: Sprzęt","averiado","zepsuty / uszkodzony"
"Informática: Hardware","Informatyka: Sprzęt","la pieza","część / podzespół"
"Informática: Hardware","Informatyka: Sprzęt","el circuito","obwód / układ"
"Informática: Hardware","Informatyka: Sprzęt","el chip","układ scalony / chip"
"Informática: Hardware","Informatyka: Sprzęt","el periférico","urządzenie peryferyjne"
"Informática: Hardware","Informatyka: Sprzęt","la actualización de hardware","modernizacja sprzętu"
"Informática: Software","Informatyka: Oprogramowanie","el software","oprogramowanie"
"Informática: Software","Informatyka: Oprogramowanie","el programa","program"
"Informática: Software","Informatyka: Oprogramowanie","la aplicación","aplikacja"
"Informática: Software","Informatyka: Oprogramowanie","el sistema operativo","system operacyjny"
"Informática: Software","Informatyka: Oprogramowanie","Windows","Windows"
"Informática: Software","Informatyka: Oprogramowanie","macOS","macOS"
"Informática: Software","Informatyka: Oprogramowanie","Linux","Linux"
"Informática: Software","Informatyka: Oprogramowanie","Android","Android"
"Informática: Software","Informatyka: Oprogramowanie","iOS","iOS"
"Informática: Software","Informatyka: Oprogramowanie","el archivo","plik"
"Informática: Software","Informatyka: Oprogramowanie","la carpeta","folder / katalog"
"Informática: Software","Informatyka: Oprogramowanie","el documento","dokument"
"Informática: Software","Informatyka: Oprogramowanie","el portapapeles","schowek"
"Informática: Software","Informatyka: Oprogramowanie","instalar","instalować"
"Informática: Software","Informatyka: Oprogramowanie","la instalación","instalacja"
"Informática: Software","Informatyka: Oprogramowanie","desinstalar","odinstalować"
"Informática: Software","Informatyka: Oprogramowanie","actualizar","aktualizować"
"Informática: Software","Informatyka: Oprogramowanie","la actualización","aktualizacja"
"Informática: Software","Informatyka: Oprogramowanie","ejecutar","uruchamiać / wykonywać"
"Informática: Software","Informatyka: Oprogramowanie","abrir","otwierać"
"Informática: Software","Informatyka: Oprogramowanie","cerrar","zamykać"
"Informática: Software","Informatyka: Oprogramowanie","guardar","zapisywać"
"Informática: Software","Informatyka: Oprogramowanie","guardar como","zapisz jako"
"Informática: Software","Informatyka: Oprogramowanie","copiar","kopiować"
"Informática: Software","Informatyka: Oprogramowanie","pegar","wklejać"
"Informática: Software","Informatyka: Oprogramowanie","cortar","wycinać"
"Informática: Software","Informatyka: Oprogramowanie","borrar / eliminar","usuwać"
"Informática: Software","Informatyka: Oprogramowanie","deshacer","cofnij"
"Informática: Software","Informatyka: Oprogramowanie","rehacer","ponów"
"Informática: Software","Informatyka: Oprogramowanie","la interfaz","interfejs"
"Informática: Software","Informatyka: Oprogramowanie","el icono","ikona"
"Informática: Software","Informatyka: Oprogramowanie","el escritorio","pulpit"
"Informática: Software","Informatyka: Oprogramowanie","la papelera de reciclaje","kosz na śmieci"
"Informática: Software","Informatyka: Oprogramowanie","el error","błąd"
"Informática: Software","Informatyka: Oprogramowanie","el fallo","awaria / usterka"
"Informática: Software","Informatyka: Oprogramowanie","el virus","wirus"
"Informática: Software","Informatyka: Oprogramowanie","el antivirus","antywirus"
"Informática: Software","Informatyka: Oprogramowanie","analizar","skanować / analizować"
"Informática: Software","Informatyka: Oprogramowanie","la copia de seguridad","kopia zapasowa (backup)"
"Informática: Software","Informatyka: Oprogramowanie","restaurar","przywracać"
"Informática: Software","Informatyka: Oprogramowanie","comprimir","kompresować"
"Informática: Software","Informatyka: Oprogramowanie","descomprimir","rozpakowywać"
"Informática: Software","Informatyka: Oprogramowanie","la base de datos","baza danych"
"Informática: Software","Informatyka: Oprogramowanie","el código","kod"
"Informática: Software","Informatyka: Oprogramowanie","programar","programować"
"Informática: Software","Informatyka: Oprogramowanie","el programador","programista"
"Informática: Software","Informatyka: Oprogramowanie","el navegador","przeglądarka"
"Informática: Software","Informatyka: Oprogramowanie","la contraseña","hasło"
"Informática: Software","Informatyka: Oprogramowanie","el usuario","użytkownik"
"Informática: Software","Informatyka: Oprogramowanie","la licencia","licencja"
"Internet","Internet","internet","internet"
"Internet","Internet","la red","sieć"
"Internet","Internet","la página web","strona internetowa"
"Internet","Internet","el sitio web","witryna internetowa"
"Internet","Internet","el enlace / el hipervínculo","link / hiperłącze"
"Internet","Internet","la dirección URL","adres URL"
"Internet","Internet","el navegador web","przeglądarka internetowa"
"Internet","Internet","el motor de búsqueda","wyszukiwarka"
"Internet","Internet","buscar","szukać"
"Internet","Internet","navegar","serfować / przeglądać"
"Internet","Internet","descargar","pobierać / ściągać"
"Internet","Internet","subir","wagrać / wrzucać"
"Internet","Internet","la descarga","pobieranie"
"Internet","Internet","la subida","wgranie"
"Internet","Internet","la conexión","połączenie"
"Internet","Internet","la conexión a internet","połączenie internetowe"
"Internet","Internet","la banda ancha","szerokopasmowy internet"
"Internet","Internet","la fibra óptica","światłowód"
"Internet","Internet","el wifi","Wi-Fi"
"Internet","Internet","el señal","sygnał"
"Internet","Internet","el correo electrónico / el email","poczta elektroniczna / email"
"Internet","Internet","enviar","wysyłać"
"Internet","Internet","recibir","odbierać"
"Internet","Internet","el buzón de entrada","skrzynka odbiorcza"
"Internet","Internet","el archivo adjunto","załącznik"
"Internet","Internet","el correo no deseado / el spam","spam"
"Internet","Internet","las redes sociales","media społecznościowe"
"Internet","Internet","la plataforma","platforma"
"Internet","Internet","la cuenta","konto / profil"
"Internet","Internet","iniciar sesión","zalogować się"
"Internet","Internet","cerrar sesión","wylogować się"
"Internet","Internet","la contraseña","hasło"
"Internet","Internet","el nombre de usuario","nazwa użytkownika"
"Internet","Internet","el perfil","profil"
"Internet","Internet","publicar","publikować"
"Internet","Internet","compartir","udostępniać"
"Internet","Internet","el comentario","komentarz"
"Internet","Internet","el ""me gusta""","polubienie / lajk"
"Internet","Internet","el seguidor","obserwujący / follower"
"Internet","Internet","seguir","obserwować"
"Internet","Internet","el chat","czat"
"Internet","Internet","la videoconferencia","wideokonferencja"
"Internet","Internet","la nube","chmura"
"Internet","Internet","el almacenamiento en la nube","przechowywanie w chmurze"
"Internet","Internet","la ciberseguridad","cyberbezpieczeństwo"
"Internet","Internet","el hacker","haker"
"Internet","Internet","el phishing","phishing"
"Internet","Internet","la cookie","plik cookie / ciasteczko"
"Internet","Internet","viral","wirusowy"
"Internet","Internet","el influencer","influencer"
"Telefonía Móvil","Telefonia komórkowa","el teléfono móvil / el celular","telefon komórkowy / smartfon"
"Telefonía Móvil","Telefonia komórkowa","la llamada","połączenie telefoniczne"
"Telefonía Móvil","Telefonia komórkowa","llamar","dzwonić"
"Telefonía Móvil","Telefonia komórkowa","contestar","odbierać (telefon)"
"Telefonía Móvil","Telefonia komórkowa","colgar","rozłączać się"
"Telefonía Móvil","Telefonia komórkowa","el tono de llamada","dźwięk dzwonka"
"Telefonía Móvil","Telefonia komórkowa","el buzón de voz","poczta głosowa"
"Telefonía Móvil","Telefonia komórkowa","el mensaje de texto / el SMS","wiadomość tekstowa / SMS"
"Telefonía Móvil","Telefonia komórkowa","el mensaje de voz","wiadomość głosowa"
"Telefonía Móvil","Telefonia komórkowa","la pantalla táctil","ekran dotykowy"
"Telefonía Móvil","Telefonia komórkowa","la batería","bateria"
"Telefonía Móvil","Telefonia komórkowa","el cargador","ładowarka"
"Telefonía Móvil","Telefonia komórkowa","cargar el móvil","ładować telefon"
"Telefonía Móvil","Telefonia komórkowa","la tarjeta SIM","karta SIM"
"Telefonía Móvil","Telefonia komórkowa","la cobertura","zasięg"
"Telefonía Móvil","Telefonia komórkowa","sin cobertura","brak zasięgu"
"Telefonía Móvil","Telefonia komórkowa","la red móvil","sieć komórkowa"
"Telefonía Móvil","Telefonia komórkowa","los datos móviles","dane komórkowe"
"Telefonía Móvil","Telefonia komórkowa","el roaming","roaming"
"Telefonía Móvil","Telefonia komórkowa","la aplicación / la app","aplikacja"
"Telefonía Móvil","Telefonia komórkowa","descargar una aplicación","pobrać aplikację"
"Telefonía Móvil","Telefonia komórkowa","la cámara","aparat (w telefonie)"
"Telefonía Móvil","Telefonia komórkowa","la cámara frontal","przedni aparat / kamera do selfie"
"Telefonía Móvil","Telefonia komórkowa","el flash","flesz"
"Telefonía Móvil","Telefonia komórkowa","la agenda","książka adresowa / kontakty"
"Telefonía Móvil","Telefonia komórkowa","la videollamada","rozmowa wideo"
"Telefonía Móvil","Telefonia komórkowa","el chat","czat"
"Telefonía Móvil","Telefonia komórkowa","la notificación","powiadomienie"
"Telefonía Móvil","Telefonia komórkowa","el ajuste","ustawienia"
"Telefonía Móvil","Telefonia komórkowa","el modo avión","tryb samolotowy"
"Telefonía Móvil","Telefonia komórkowa","el tono de aviso","dźwięk powiadomienia"
"Telefonía Móvil","Telefonia komórkowa","la funda","etui / pokrowczyk"
"Telefonía Móvil","Telefonia komórkowa","el protector de pantalla","szkło / folia ochronna na ekran"
"Telefonía Móvil","Telefonia komórkowa","el manos libres","zestaw głośnomówiący"
"Telefonía Móvil","Telefonia komórkowa","el auricular","słuchawka"
"Telefonía Móvil","Telefonia komórkowa","el bluetooth","Bluetooth"
"Telefonía Móvil","Telefonia komórkowa","el GPS","GPS / nawigacja"
"Telefonía Móvil","Telefonia komórkowa","la huella dactilar","czytnik linii papilarnych"
"Telefonía Móvil","Telefonia komórkowa","el reconocimiento facial","rozpoznawanie twarzy"
"Telefonía Móvil","Telefonia komórkowa","reiniciar","uruchomić ponownie"
"Telefonía Móvil","Telefonia komórkowa","apagar","wyłączyć"
"Telefonía Móvil","Telefonia komórkowa","encender","włączyć"
"Telefonía Móvil","Telefonia komórkowa","bloquear","zablokować"
"Telefonía Móvil","Telefonia komórkowa","desbloquear","odblokować"
"Telefonía Móvil","Telefonia komórkowa","la factura de teléfono","rachunek za telefon"
"Telefonía Móvil","Telefonia komórkowa","la recarga","doładowanie (konta)"
"Telefonía Móvil","Telefonia komórkowa","el operador de telefonía","operator telefoniczny"
"Telefonía Móvil","Telefonia komórkowa","la tarifa plana","stawka ryczałtowa / bez limitu"
"Telefonía Móvil","Telefonia komórkowa","el smartphone","smartfon"
"Telefonía Móvil","Telefonia komórkowa","la memoria interna","pamięć wewnętrzna"
"Videojuegos","Gry wideo","el videojuego","gra wideo"
"Videojuegos","Gry wideo","la consola","konsola do gier"
"Videojuegos","Gry wideo","el jugador","gracz"
"Videojuegos","Gry wideo","el mando / el controlador","pad / kontroler"
"Videojuegos","Gry wideo","la partida","rozgrywka / partida"
"Videojuegos","Gry wideo","la pantalla","ekran"
"Videojuegos","Gry wideo","el nivel","poziom"
"Videojuegos","Gry wideo","la fase","fase / etap"
"Videojuegos","Gry wideo","el jefe","boss (szef w grze)"
"Videojuegos","Gry wideo","la puntuación","wynik / punktacja"
"Videojuegos","Gry wideo","la vida","życie (w grze)"
"Videojuegos","Gry wideo","el punto de control","punkt kontrolny (checkpoint)"
"Videojuegos","Gry wideo","el inventario","ekwipunek / inwentarz"
"Videojuegos","Gry wideo","la misión","misja / zadanie"
"Videojuegos","Gry wideo","la aventura","przygoda"
"Videojuegos","Gry wideo","el juego de rol (RPG)","gra RPG"
"Videojuegos","Gry wideo","el simulador","symulator"
"Videojuegos","Gry wideo","la estrategia","strategia"
"Videojuegos","Gry wideo","el modo multijugador","tryb wieloosobowy (multiplayer)"
"Videojuegos","Gry wideo","el modo individual","tryb dla jednego gracza (singleplayer)"
"Videojuegos","Gry wideo","la realidad virtual","rzeczywistość wirtualna (VR)"
"Videojuegos","Gry wideo","el gráfico","grafika"
"Videojuegos","Gry wideo","la animación","animacja"
"Videojuegos","Gry wideo","la jugabilidad","rozgrywka (gameplay)"
"Videojuegos","Gry wideo","jugar","grać"
"Videojuegos","Gry wideo","ganar","wygrać"
"Videojuegos","Gry wideo","perder","przegrać"
"Videojuegos","Gry wideo","morir","zginąć (w grze)"
"Videojuegos","Gry wideo","revivir","ożywić / odrodzić się"
"Videojuegos","Gry wideo","la plataforma","platforma do gier"
"Videojuegos","Gry wideo","el juego en línea","gra online"
"Videojuegos","Gry wideo","el servidor","serwer"
"Videojuegos","Gry wideo","el retraso (lag)","opóźnienie (lag)"
"Videojuegos","Gry wideo","el truco","kod / sztuczka (cheat)"
"Videojuegos","Gry wideo","la beta","wersja beta"
"Videojuegos","Gry wideo","el parche","łatka / aktualizacja (patch)"
"Videojuegos","Gry wideo","la expansión","dodatek do gry (expansion)"
"Videojuegos","Gry wideo","el estudio de desarrollo","studio deweloperskie"
"Videojuegos","Gry wideo","el desarrollador","programista / deweloper"
"Videojuegos","Gry wideo","el lanzamiento","premiera"
"Videojuegos","Gry wideo","la banda sonora","ścieżka dźwiękowa"
"Videojuegos","Gry wideo","la historia","fabuła / historia"
"Videojuegos","Gry wideo","el personaje","postać"
"Videojuegos","Gry wideo","el avatar","awatar"
"Videojuegos","Gry wideo","el streaming","streaming"
"Videojuegos","Gry wideo","el streamer","streamer"
"Videojuegos","Gry wideo","la transmisión","transmisja"
"Videojuegos","Gry wideo","la comunidad","społeczność"
"Videojuegos","Gry wideo","la tabla de clasificación","tabela wyników (leaderboard)"
"Videojuegos","Gry wideo","la edición coleccionista","edycja kolekcjonerska"
"Física","Fizyka","la física","fizyka"
"Física","Fizyka","la materia","materia"
"Física","Fizyka","la energía","energia"
"Física","Fizyka","la fuerza","siła"
"Física","Fizyka","la masa","masa"
"Física","Fizyka","el peso","ciężar"
"Física","Fizyka","la velocidad","prędkość"
"Física","Fizyka","la aceleración","przyspieszenie"
"Física","Fizyka","la gravedad","grawitacja"
"Física","Fizyka","el movimiento","ruch"
"Física","Fizyka","el reposo","spoczynek"
"Física","Fizyka","la inercia","bezwładność"
"Física","Fizyka","la ley","prawo (fizyczne)"
"Física","Fizyka","la teoría","teoria"
"Física","Fizyka","el átomo","atom"
"Física","Fizyka","la molécula","cząsteczka"
"Física","Fizyka","el electrón","elektron"
"Física","Fizyka","el protón","proton"
"Física","Fizyka","el neutrón","neutron"
"Física","Fizyka","la carga eléctrica","ładunek elektryczny"
"Física","Fizyka","la electricidad","elektryczność"
"Física","Fizyka","el magnetismo","magnetyzm"
"Física","Fizyka","la onda","fala"
"Física","Fizyka","la frecuencia","częstotliwość"
"Física","Fizyka","la longitud de onda","długość fali"
"Física","Fizyka","la luz","światło"
"Física","Fizyka","el sonido","dźwięk"
"Física","Fizyka","el calor","ciepło / temperatura"
"Física","Fizyka","la termodinámica","termodynamika"
"Física","Fizyka","la presión","ciśnienie"
"Física","Fizyka","el volumen","objętość"
"Física","Fizyka","la densidad","gęstość"
"Física","Fizyka","el trabajo","praca (fizyczna)"
"Física","Fizyka","la potencia","moc"
"Física","Fizyka","la óptica","optyka"
"Física","Fizyka","la mecánica","mechanika"
"Física","Fizyka","la cuántica","fizyka kwantowa"
"Física","Fizyka","la relatividad","względność"
"Física","Fizyka","el espacio","przestrzeń"
"Física","Fizyka","el tiempo","czas"
"Física","Fizyka","el vacío","próżnia"
"Física","Fizyka","el experimento","eksperyment"
"Física","Fizyka","la hipótesis","hipoteza"
"Física","Fizyka","medir","mierzyć"
"Física","Fizyka","la unidad","jednostka"
"Física","Fizyka","el metro","metr"
"Física","Fizyka","el kilogramo","kilogram"
"Física","Fizyka","el segundo","sekunda"
"Física","Fizyka","el newton","niuton"
"Física","Fizyka","el julio","dżul"
"Química","Chemia","la química","chemia"
"Química","Chemia","la sustancia","substancja"
"Química","Chemia","el elemento","pierwiastek"
"Química","Chemia","el compuesto","związek chemiczny"
"Química","Chemia","la tabla periódica","układ okresowy pierwiastków"
"Química","Chemia","el átomo","atom"
"Química","Chemia","la molécula","cząsteczka"
"Química","Chemia","el electrón","elektron"
"Química","Chemia","el núcleo","jądro atomowe"
"Química","Chemia","la reacción química","reakcja chemiczna"
"Química","Chemia","la fórmula","wzór chemiczny"
"Química","Chemia","el enlace","wiązanie chemiczne"
"Química","Chemia","el ácido","kwas"
"Química","Chemia","la base","zasada"
"Química","Chemia","el pH","pH"
"Química","Chemia","la solución / la disolución","roztwór"
"Química","Chemia","el disolvente","rozpuszczalnik"
"Química","Chemia","el soluto","substancja rozpuszczona"
"Química","Chemia","la concentración","stężenie"
"Química","Chemia","el estado de la materia","stan skupienia"
"Química","Chemia","el estado sólido","stan stały"
"Química","Chemia","el estado líquido","stan ciekły"
"Química","Chemia","el estado gaseoso","stan gazowy"
"Química","Chemia","el gas","gaz"
"Química","Chemia","el líquido","ciecz"
"Química","Chemia","el sólido","ciało stałe"
"Química","Chemia","fundir","topić / stapiać"
"Química","Chemia","congelar","zamrażać"
"Química","Chemia","evaporar","odparowywać"
"Química","Chemia","condensar","skraplać"
"Química","Chemia","sublimar","sublimować"
"Química","Chemia","la combustión","spalanie"
"Química","Chemia","la oxidación","utlenianie"
"Química","Chemia","la reducción","redukcja"
"Química","Chemia","el laboratorio","laboratorium"
"Química","Chemia","el tubo de ensayo","probówka"
"Química","Chemia","el matraz","kolba laboratoryjna"
"Química","Chemia","el vaso de precipitados","zlewek laboratoryjny"
"Química","Chemia","la pipeta","pipeta"
"Química","Chemia","la balanza","waga laboratoryjna"
"Química","Chemia","el mechero Bunsen","palnik Bunsen"
"Química","Chemia","tóxico","toksyczny"
"Química","Chemia","inflamable","łatwopalny"
"Química","Chemia","corrosivo","żrący"
"Química","Chemia","el peligro","niebezpieczeństwo"
"Química","Chemia","la seguridad","bezpieczeństwo"
"Química","Chemia","el catalizador","katalizator"
"Química","Chemia","la orgánica","chemia organiczna"
"Química","Chemia","la inorgánica","chemia nieorganiczna"
"Química","Chemia","la bioquímica","biochemia"
"Biología","Biologia","la biología","biologia"
"Biología","Biologia","la vida","życie"
"Biología","Biologia","el organismo","organizm"
"Biología","Biologia","la célula","komórka"
"Biología","Biologia","el ADN","DNA"
"Biología","Biologia","el ARN","RNA"
"Biología","Biologia","el gen","gen"
"Biología","Biologia","la genética","genetyka"
"Biología","Biologia","la evolución","ewolucja"
"Biología","Biologia","la especie","gatunek"
"Biología","Biologia","el ecosistema","ekosystem"
"Biología","Biologia","la biodiversidad","bioróżnorodność"
"Biología","Biologia","el hábitat","siedlisko"
"Biología","Biologia","la adaptación","adaptacja / przystosowanie"
"Biología","Biologia","la selección natural","dobór naturalny"
"Biología","Biologia","la anatomía","anatomia"
"Biología","Biologia","la fisiología","fizjologia"
"Biología","Biologia","el tejido","tkanka"
"Biología","Biologia","el órgano","narząd / organ"
"Biología","Biologia","el sistema","układ (np. krążenia, nerwowy)"
"Biología","Biologia","la reproducción","rozmnażanie"
"Biología","Biologia","el crecimiento","wzrost"
"Biología","Biologia","la nutrición","odżywianie"
"Biología","Biologia","el metabolismo","metabolizm"
"Biología","Biologia","la fotosíntesis","fotosynteza"
"Biología","Biologia","la bacteria","bakteria"
"Biología","Biologia","el virus","wirus"
"Biología","Biologia","el hongo","grzyb"
"Biología","Biologia","la planta","roślina"
"Biología","Biologia","el animal","zwierzę"
"Biología","Biologia","la botánica","botanika"
"Biología","Biologia","la zoología","zoologia"
"Biología","Biologia","la microbiología","mikrobiologia"
"Biología","Biologia","la ecología","ekologia"
"Biología","Biologia","la zoología","zoologia"
"Biología","Biologia","el fósil","skamieniałość"
"Biología","Biologia","la extinción","wyginięcie"
"Biología","Biologia","la clonación","klonowanie"
"Biología","Biologia","la mutación","mutacja"
"Biología","Biologia","el microscopio","mikroskop"
"Biología","Biologia","la muestra","próbka"
"Biología","Biologia","el espécimen","okaz"
"Biología","Biologia","la membrana","błona komórkowa"
"Biología","Biologia","el núcleo","jądro komórkowe"
"Biología","Biologia","el citoplasma","cytoplazma"
"Biología","Biologia","la enzima","enzym"
"Biología","Biologia","la proteína","białko"
"Biología","Biologia","el aminoácido","aminokwas"
"Biología","Biologia","la simbiosis","symbioza"
"Biología","Biologia","el parásito","pasożyt"
"Matemáticas","Matematyka","las matemáticas","matematyka"
"Matemáticas","Matematyka","el número","liczba / numer"
"Matemáticas","Matematyka","la cifra","cyfra"
"Matemáticas","Matematyka","la suma","suma / dodawanie"
"Matemáticas","Matematyka","la resta","odejmowanie"
"Matemáticas","Matematyka","la multiplicación","mnożenie"
"Matemáticas","Matematyka","la división","dzielenie"
"Matemáticas","Matematyka","sumar","dodawać"
"Matemáticas","Matematyka","restar","odejmować"
"Matemáticas","Matematyka","multiplicar","mnożyć"
"Matemáticas","Matematyka","dividir","dzielić"
"Matemáticas","Matematyka","el resultado","wynik"
"Matemáticas","Matematyka","el total","całkowity / suma"
"Matemáticas","Matematyka","la fracción","ułamek"
"Matemáticas","Matematyka","el decimal","liczba dziesiętna"
"Matemáticas","Matematyka","el porcentaje","procent"
"Matemáticas","Matematyka","la ecuación","równanie"
"Matemáticas","Matematyka","la fórmula","wzór"
"Matemáticas","Matematyka","la variable","zmienna"
"Matemáticas","Matematyka","la constante","stała"
"Matemáticas","Matematyka","la geometría","geometria"
"Matemáticas","Matematyka","el álgebra","algebra"
"Matemáticas","Matematyka","el cálculo","rachunek / obliczenie"
"Matemáticas","Matematyka","la trigonometria","trygonometria"
"Matemáticas","Matematyka","la estadística","statystyka"
"Matemáticas","Matematyka","la probabilidad","prawdopodobieństwo"
"Matemáticas","Matematyka","el ángulo","kąt"
"Matemáticas","Matematyka","el triángulo","trójkąt"
"Matemáticas","Matematyka","el cuadrado","kwadrat"
"Matemáticas","Matematyka","el círculo","koło"
"Matemáticas","Matematyka","el rectángulo","prostokąt"
"Matemáticas","Matematyka","el radio","promień"
"Matemáticas","Matematyka","el diámetro","średnica"
"Matemáticas","Matematyka","el perímetro","obwód"
"Matemáticas","Matematyka","el área","pole powierzchni"
"Matemáticas","Matematyka","el volumen","objętość"
"Matemáticas","Matematyka","la raíz cuadrada","pierwiastek kwadratowy"
"Matemáticas","Matematyka","la potencia","potęga"
"Matemáticas","Matematyka","el exponente","wykładnik potęgi"
"Matemáticas","Matematyka","la matriz","macierz"
"Matemáticas","Matematyka","el vector","wektor"
"Matemáticas","Matematyka","la función","funkcja"
"Matemáticas","Matematyka","la derivada","pochodna"
"Matemáticas","Matematyka","la integral","całka"
"Matemáticas","Matematyka","el teorema","twierdzenie"
"Matemáticas","Matematyka","la demostración","dowód"
"Matemáticas","Matematyka","el infinito","nieskończoność"
"Matemáticas","Matematyka","la lógica","logika"
"Matemáticas","Matematyka","el gráfico","wykres"
"Matemáticas","Matematyka","la tabla","tabela"
"Historia Antigua","Historia starożytna","la historia antigua","historia starożytna"
"Historia Antigua","Historia starożytna","la prehistoria","prehistoria"
"Historia Antigua","Historia starożytna","la antigüedad","starożytność"
"Historia Antigua","Historia starożytna","la civilización","cywilizacja"
"Historia Antigua","Historia starożytna","el imperio","imperium"
"Historia Antigua","Historia starożytna","el reino","królestwo"
"Historia Antigua","Historia starożytna","la dinastía","dynastia"
"Historia Antigua","Historia starożytna","el faraón","faraon"
"Historia Antigua","Historia starożytna","el emperador","cesarz"
"Historia Antigua","Historia starożytna","el rey","król"
"Historia Antigua","Historia starożytna","la reina","królowa"
"Historia Antigua","Historia starożytna","el esclavo","niewolnik"
"Historia Antigua","Historia starożytna","la esclavitud","niewolnictwo"
"Historia Antigua","Historia starożytna","el gladiador","gladiator"
"Historia Antigua","Historia starożytna","el templo","świątynia"
"Historia Antigua","Historia starożytna","la pirámide","piramida"
"Historia Antigua","Historia starożytna","el monumento","pomnik / zabytek"
"Historia Antigua","Historia starożytna","las ruinas","ruiny"
"Historia Antigua","Historia starożytna","la mitología","mitologia"
"Historia Antigua","Historia starożytna","el dios","bóg"
"Historia Antigua","Historia starożytna","la diosa","bogini"
"Historia Antigua","Historia starożytna","el mito","mit"
"Historia Antigua","Historia starożytna","la leyenda","legenda"
"Historia Antigua","Historia starożytna","la escritura","pismo"
"Historia Antigua","Historia starożytna","el jeroglífico","hieroglif"
"Historia Antigua","Historia starożytna","el papiro","papirus"
"Historia Antigua","Historia starożytna","el pergamino","pergamin"
"Historia Antigua","Historia starożytna","la arqueología","archeologia"
"Historia Antigua","Historia starożytna","el arqueólogo","archeolog"
"Historia Antigua","Historia starożytna","el fósil","skamieniałość"
"Historia Antigua","Historia starożytna","la excavación","wykopaliska"
"Historia Antigua","Historia starożytna","el tesoro","skarb"
"Historia Antigua","Historia starożytna","la conquista","podbój"
"Historia Antigua","Historia starożytna","conquistar","podbijać"
"Historia Antigua","Historia starożytna","la batalla","bitwa"
"Historia Antigua","Historia starożytna","la guerra","wojna"
"Historia Antigua","Historia starożytna","el ejército","armia"
"Historia Antigua","Historia starożytna","el soldado","żołnierza"
"Historia Antigua","Historia starożytna","la espada","miecz"
"Historia Antigua","Historia starożytna","el escudo","tarcza"
"Historia Antigua","Historia starożytna","Grecia","Grecja"
"Historia Antigua","Historia starożytna","Roma","Rzym"
"Historia Antigua","Historia starożytna","Egipto","Egipt"
"Historia Antigua","Historia starożytna","Mesopotamia","Mezopotamizacja / Mezopotamia"
"Historia Antigua","Historia starożytna","Persia","Persja"
"Historia Antigua","Historia starożytna","Esparta","Sparta"
"Historia Antigua","Historia starożytna","Atenas","Ateny"
"Historia Antigua","Historia starożytna","el coliseo","koloseum"
"Historia Antigua","Historia starożytna","el senat","senat"
"Historia Antigua","Historia starożytna","la república","republika"
"Historia Moderna","Historia nowożytna","la historia moderna","historia nowożytna"
"Historia Moderna","Historia nowożytna","la Edad Moderna","epoka nowożytna"
"Historia Moderna","Historia nowożytna","el Renacimiento","renesans"
"Historia Moderna","Historia nowożytna","el Humanismo","humanizm"
"Historia Moderna","Historia nowożytna","el descubrimiento","odkrycie"
"Historia Moderna","Historia nowożytna","el explorador","odkrywca / badacz"
"Historia Moderna","Historia nowożytna","la colonización","kolonizacja"
"Historia Moderna","Historia nowożytna","la colonia","kolonia"
"Historia Moderna","Historia nowożytna","la conquista","podbój"
"Historia Moderna","Historia nowożytna","el continente","kontynent"
"Historia Moderna","Historia nowożytna","el Nuevo Mundo","Nowy Świat"
"Historia Moderna","Historia nowożytna","la Reforma","reforma (religiosa)"
"Historia Moderna","Historia nowożytna","el protestantismo","protestantyzm"
"Historia Moderna","Historia nowożytna","la Contrarreforma","kontrreformacja"
"Historia Moderna","Historia nowożytna","la monarquía absoluta","monarchia absolutna"
"Historia Moderna","Historia nowożytna","el absolutismo","absolutyzm"
"Historia Moderna","Historia nowożytna","la Revolución","rewolucja"
"Historia Moderna","Historia nowożytna","la Revolución Industrial","rewolucja przemysłowa"
"Historia Moderna","Historia nowożytna","la burguesía","burżuazja"
"Historia Moderna","Historia nowożytna","el proletariado","proletariat"
"Historia Moderna","Historia nowożytna","el capitalismo","kapitalizm"
"Historia Moderna","Historia nowożytna","el mercantilismo","merkantylizm"
"Historia Moderna","Historia nowożytna","la máquina de vapor","maszyna parowa"
"Historia Moderna","Historia nowożytna","la imprenta","drukarnia"
"Historia Moderna","Historia nowożytna","el telescopio","teleskop"
"Historia Moderna","Historia nowożytna","la ilustración","oświecenie"
"Historia Moderna","Historia nowożytna","la enciclopedia","encyklopedia"
"Historia Moderna","Historia nowożytna","la independencia","niepodległość"
"Historia Moderna","Historia nowożytna","la república","republika"
"Historia Moderna","Historia nowożytna","la democracia","demokracja"
"Historia Moderna","Historia nowożytna","el ciudadano","obywatel"
